Target,AccMeanX,AccMeanY,AccMeanZ,AccCovX,AccCovY,AccCovZ,AccSkewX,AccSkewY,AccSkewZ,AccKurtX,AccKurtY,AccKurtZ,AccSumX,AccSumY,AccSumZ,AccMinX,AccMinY,AccMinZ,AccMaxX,AccMaxY,AccMaxZ,AccVarX,AccVarY,AccVarZ,AccMedianX,AccMedianY,AccMedianZ,AccStdX,AccStdY,AccStdZ,GyroMeanX,GyroMeanY,GyroMeanZ,GyroCovX,GyroCovY,GyroCovZ,GyroSkewX,GyroSkewY,GyroSkewZ,GyroSumX,GyroSumY,GyroSumZ,GyroKurtX,GyroKurtY,GyroKurtZ,GyroMinX,GyroMinY,GyroMinZ,GyroMaxX,GyroMaxY,GyroMaxZ,GyroVarX,GyroVarY,GyroVarZ,GyroMedianX,GyroMedianY,GyroMedianZ,GyroStdX,GyroStdY,GyroStdZ
1,0.28533935546875,-0.13861083984375,-0.957763671875,0.022149538000424702,0.003975128134091695,0.0019262234369913736,0.8675941232473949,-1.3058678368257428,-0.507254093830019,-1.164805719977732,1.2398402140041647,-0.7610645928248392,1.141357421875,-0.554443359375,-3.8310546875,0.16259765625,-0.226806640625,-1.01318359375,0.480224609375,-0.086669921875,-0.91162109375,0.02214953800042471,0.003975128134091696,0.0019262234369913731,0.249267578125,-0.1204833984375,-0.953125,0.1488272085353505,0.06304861722584958,0.04388876208087183,-0.17748091603053429,4.190839694656488,0.4980916030534351,0.761120175591943,0.18437154012004459,0.2628586135229106,0.22535226422766655,-0.338028342080587,-1.7271831095975467,-0.7099236641221371,16.763358778625953,1.9923664122137403,-4.710496332049015,-4.03586811805139,2.9147956974156273,-0.9236641221374046,3.694656488549618,-0.2519083969465649,0.7862595419847328,4.564885496183206,0.8320610687022901,0.7611201755919428,0.18437154012003976,0.26285861352291046,-0.2862595419847328,4.251908396946565,0.7061068702290076,0.8724220169115076,0.4293850720740531,0.5126973898148014
1,0.3134765625,-0.161669921875,-0.95625,0.020570665597915653,0.005639952421188348,0.001456123590469205,0.002474080496286662,-0.3950876184076279,-0.6775722668425516,-2.6494412535793956,-2.6498026514738577,0.6367618126472708,1.5673828125,-0.808349609375,-4.78125,0.16259765625,-0.25390625,-1.01318359375,0.480224609375,-0.086669921875,-0.91162109375,0.020570665597915653,0.005639952421188355,0.00145612359046936,0.32275390625,-0.140380859375,-0.9501953125,0.14342477330613304,0.07509961665140745,0.0381591874975,0.5282442748091605,3.8916030534351145,0.37709923664122136,3.0610803566225755,0.5859914923372767,0.27033972379231985,1.2820797030110362,-1.0693717422522053,-0.5015299501089073,2.6412213740458026,19.458015267175572,1.8854961832061068,1.6330175090053298,0.846741563008352,-2.9328927120773405,-0.9236641221374046,2.6946564885496183,-0.2519083969465649,3.3511450381679397,4.564885496183206,0.8320610687022901,3.061080356622575,0.5859914923372764,0.2703397237923198,0.3358778625954199,3.969465648854962,0.5877862595419847,1.7495943405894336,0.7655008114543553,0.5199420388777193
1,0.3251953125,-0.1583251953125,-0.9501546223958334,0.01728050708770752,0.004579085111618042,0.0013878206411996885,-0.3542121748734608,-0.6036574343882443,-0.9846350069931807,-1.819231825629774,-1.4722505163139619,0.663006286695533,1.951171875,-0.949951171875,-5.700927734375,0.16259765625,-0.25390625,-1.01318359375,0.480224609375,-0.086669921875,-0.91162109375,0.017280507087707522,0.004579085111618043,0.001387820641199748,0.353271484375,-0.1409912109375,-0.9434814453125,0.13145534256053468,0.0676689375682672,0.03725346482140618,0.18956743002544552,3.7735368956743005,0.03816793893129763,3.137076316453976,0.5524308995202262,0.9055183264378536,1.309764668393348,-0.3788637173136753,-1.3027397586426008,1.137404580152673,22.641221374045802,0.22900763358778575,1.6631698505480526,-1.1922464799374357,1.5406392859258868,-1.5038167938931295,2.6946564885496183,-1.656488549618321,3.3511450381679397,4.564885496183206,0.8320610687022901,3.1370763164539754,0.5524308995202301,0.9055183264378538,-0.2862595419847328,3.8320610687022896,0.24045801526717556,1.7711793575056072,0.7432569538996794,0.9515872668535733
1,0.33656529017857145,-0.17246791294642858,-0.9376395089285714,0.01530535731996808,0.00521601949419294,0.0022529136566889303,-0.6556531802661598,-0.15245410015961164,-0.04052970499661275,-1.214712255654473,-2.1854850903576746,0.6662092430434647,2.35595703125,-1.207275390625,-6.5634765625,0.16259765625,-0.25732421875,-1.01318359375,0.480224609375,-0.086669921875,-0.862548828125,0.01530535731996809,0.0052160194941929415,0.002252913656688873,0.3837890625,-0.1416015625,-0.936767578125,0.12371482255561816,0.07222201530138121,0.04746486760424886,0.35659760087241027,4.480916030534352,-0.10250817884405679,2.8095238095238106,3.9630557659809975,0.8931269961512958,0.861001767400908,2.0097066195790254,-0.6677976458458115,2.496183206106872,31.36641221374046,-0.7175572519083975,0.4341899011506918,4.6420074036613865,-0.6801040376189406,-1.5038167938931295,2.6946564885496183,-1.656488549618321,3.3511450381679397,8.725190839694656,0.8320610687022901,2.8095238095238098,3.9630557659810037,0.8931269961512959,0.3358778625954199,3.969465648854962,-0.1068702290076336,1.6761634196950517,1.9907425162438772,0.9450539646767775
1,0.337860107421875,-0.1641845703125,-0.941680908203125,0.013132290116378238,0.005019783973693848,0.0020617321133613586,-0.7184875391926304,-0.446060798415271,0.25053948730198466,-0.666621833514607,-1.909540390552563,0.5561156239172201,2.702880859375,-1.3134765625,-7.533447265625,0.16259765625,-0.25732421875,-1.01318359375,0.480224609375,-0.086669921875,-0.862548828125,0.013132290116378242,0.005019783973693848,0.002061732113361359,0.3653564453125,-0.1409912109375,-0.9434814453125,0.11459620463339194,0.07085043382855075,0.045406300370778495,0.1765267175572521,4.434160305343512,-0.16793893129770998,2.6675674494493333,3.4143937249743965,0.7997868922057491,1.072054859801441,2.1511577903315033,-0.38824840196725413,1.4122137404580168,35.47328244274809,-1.3435114503816799,0.7377497407428374,5.422660611794532,-0.8171325417310655,-1.5038167938931295,2.6946564885496183,-1.656488549618321,3.3511450381679397,8.725190839694656,0.8320610687022901,2.667567449449333,3.4143937249744023,0.7997868922057493,-0.2862595419847328,4.038167938931298,-0.17938931297709926,1.633268945841233,1.8478078160280635,0.8943080521865769
1,0.3310546875,-0.174560546875,-0.9490831163194444,0.011907577514648443,0.00536125898361206,0.002297149764166978,-0.4896319185576068,-0.12368177186016234,0.3491784318419822,-0.7758198938540928,-2.1905818499652616,-0.08641641870985138,2.9794921875,-1.571044921875,-8.541748046875,0.16259765625,-0.257568359375,-1.01318359375,0.480224609375,-0.086669921875,-0.862548828125,0.01190757751464844,0.0053612589836120605,0.002297149764166937,0.346923828125,-0.1416015625,-0.9501953125,0.10912184710060786,0.07322061856889807,0.04792859025849745,0.16284987277353707,4.506361323155216,-0.3960983884648008,2.3358050230173073,3.034511392110015,1.1683241717330646,1.138383142525122,2.014693447072492,-0.4596789442037761,1.4656488549618336,40.55725190839695,-3.564885496183207,1.2399842271411115,5.0651007870764335,-0.8121864967232169,-1.5038167938931295,2.6946564885496183,-2.221374045801527,3.3511450381679397,8.725190839694656,0.8320610687022901,2.335805023017307,3.034511392110017,1.1683241717330644,0.05343511450381679,4.106870229007634,-0.2519083969465649,1.5283340678717159,1.7419849000809442,1.0808904531602934
1,0.3138427734375,-0.16826171875,-0.951318359375,0.013547013203303022,0.005162315898471404,0.002091874016655954,-0.23880982547568644,-0.3492320118840124,0.5144678172087956,-1.3868428038673228,-2.016279873165761,0.20991269825638323,3.138427734375,-1.6826171875,-9.51318359375,0.158935546875,-0.257568359375,-1.01318359375,0.480224609375,-0.086669921875,-0.862548828125,0.01354701320330302,0.005162315898471408,0.0020918740166558144,0.3348388671875,-0.1409912109375,-0.9598388671875,0.11639163717081662,0.07184925816229008,0.04573700926663017,0.03587786259541996,4.421374045801527,-0.27862595419847336,2.237490045257659,2.769571832773276,1.1765081029984013,1.2835545879440171,2.1699995558260654,-0.6245800510730452,0.3587786259541996,44.21374045801527,-2.786259541984734,1.5343410563991944,5.767468258878613,-0.7317445949250718,-1.5038167938931295,2.6946564885496183,-2.221374045801527,3.3511450381679397,8.725190839694656,0.8320610687022901,2.2374900452576583,2.769571832773278,1.176508102998401,-0.4274809160305344,4.038167938931298,-0.17938931297709926,1.4958242026580724,1.664203062361465,1.0846695824067352
1,0.3014248934659091,-0.16208718039772727,-0.9559437144886364,0.013888553055849922,0.005065458471124825,0.0021180196241899598,-0.004837534057502327,-0.5289389564325667,0.6491051546743156,-1.6016370568960643,-1.795529190431484,0.11486845402002722,3.315673828125,-1.782958984375,-10.515380859375,0.158935546875,-0.257568359375,-1.01318359375,0.480224609375,-0.086669921875,-0.862548828125,0.013888553055849944,0.005065458471124822,0.002118019624189895,0.32275390625,-0.140380859375,-0.969482421875,0.1178497053702297,0.07117203433319033,0.04602194720119842,-0.057598889659958255,4.319916724496878,-0.19014573213046504,2.1098579760662397,2.605844118005411,1.1449735393678058,1.4265227229799609,2.2827681829715187,-0.7844705749931179,-0.6335877862595408,47.519083969465655,-2.0916030534351155,1.9334274404961438,6.282590519869881,-0.5277265054977754,-1.5038167938931295,2.6946564885496183,-2.221374045801527,3.3511450381679397,8.725190839694656,0.8320610687022901,2.1098579760662393,2.6058441180054137,1.1449735393678058,-0.9083969465648856,3.969465648854962,-0.1068702290076336,1.4525350171566396,1.6142627165382386,1.07003436363876
1,0.2914021809895833,-0.15653483072916666,-0.9579671223958334,0.013831414508097101,0.004974905288580695,0.0019746025403338907,0.18658726108435475,-0.6771323133788824,0.7898702977783012,-1.621831017610132,-1.5515329407257639,0.40092189006426665,3.496826171875,-1.87841796875,-11.49560546875,0.158935546875,-0.257568359375,-1.01318359375,0.480224609375,-0.086669921875,-0.862548828125,0.013831414508097101,0.004974905288580692,0.0019746025403340637,0.2996826171875,-0.1259765625,-0.9697265625,0.11760703426282418,0.07053300850368352,0.04443650009096198,-0.1227735368956742,4.270356234096693,-0.11259541984732833,1.9690255212223633,2.398424104691216,1.1130536470114587,1.5607273691564711,2.416529243322474,-0.9207963177342986,-1.4732824427480904,51.24427480916031,-1.35114503816794,2.398147454143523,7.008021485063289,-0.29347662533163354,-1.5038167938931295,2.6946564885496183,-2.221374045801527,3.3511450381679397,8.725190839694656,0.8320610687022901,1.9690255212223633,2.398424104691222,1.1130536470114587,-0.8740458015267176,3.847328244274809,0.24045801526717556,1.403219698130825,1.5486846369391096,1.0550135766953233
1,0.2925555889423077,-0.15685096153846154,-0.9571063701923077,0.012696091181192632,0.004561629050817246,0.0018196839552659012,0.15547717396170008,-0.6796553059015036,0.7362770501030463,-1.4328678157578063,-1.3624210063643618,0.5548778436179636,3.80322265625,-2.0390625,-12.4423828125,0.158935546875,-0.257568359375,-1.01318359375,0.480224609375,-0.086669921875,-0.862548828125,0.012696091181192644,0.004561629050817245,0.0018196839552659238,0.306396484375,-0.140380859375,-0.969482421875,0.11267693278214776,0.06753983306773303,0.04265775375316806,-0.1233118027011156,4.256018790369936,-0.03640634174985328,1.8049438276115048,2.201227739104314,1.0957612595046313,1.6068431312497224,2.515282898123721,-1.0261484749655065,-1.6030534351145027,55.328244274809165,-0.4732824427480926,2.77354736043139,7.677661779697844,-0.07467998710779088,-1.5038167938931295,2.6946564885496183,-2.221374045801527,3.3511450381679397,8.725190839694656,0.8778625954198473,1.8049438276115046,2.20122773910432,1.0957612595046313,-0.8396946564885496,3.969465648854962,0.5877862595419847,1.3434819788934664,1.483653510461361,1.0467861574861559
